309.1240076,309.14444790000005,309.1956604,309.2431651,309.3169077,309.3468444,309.4306518,309.4457911,309.5051621,309.553224,309.6032027,309.6494943,309.7131263,309.7794152,309.81561700000003,309.8681154,309.92758280000004,309.9631297,310.01567730000005,310.0631502,310.1235426,310.17567840000004,310.22191560000005,310.26446430000004,310.3245096,310.3643827,310.42316150000005,310.4619796,310.53700310000005,310.5682135,310.6131116,310.65821600000004
-3098,-3082,-4884,-5166,-4539,-3525,-2667,-2223,-2019,-2398,-3226,-942,233,-2393,-3568,-3041,-1460,965,2934,3890,4823,4071,2497,906,-177,-514,-475,-623,-640,-189,275,572
-914,-1134,-2177,-544,-176,517,695,600,875,358,-584,-5409,-5387,-4557,-2357,213,1347,2982,3418,3521,2201,843,590,720,638,444,191,204,-229,304,787,835
174,759,968,711,461,785,1242,1552,2637,5927,11488,17629,20415,23138,18280,7887,-509,-8217,-13088,-17513,-18821,-14915,-10162,-6528,-4381,-3393,-3013,-2667,-1466,-219,594,637
849,841,837,841,842,844,843,849,848,856,865,873,869,859,863,862,861,862,860,860,866,866,867,868,867,864,860,858,861,855,857,851
823,819,822,823,822,819,823,817,831,825,827,830,833,833,837,833,836,835,833,836,832,833,834,834,823,827,830,827,830,829,828,827
