158.4873931,158.5494728,158.581108,158.6248765,158.6661378,158.7265198,158.7974687,158.8110737,158.8736611,158.9325162,158.9448208,158.9886745,159.0386121,159.1034558,159.1636423,159.1823383,159.2249121,159.2899605,159.3224337,159.372325,159.4111838,159.4759695,159.5524189,159.56108989999998,159.6048545,159.6683275,159.6899854,159.7461526,159.7961045,159.8540738,159.9036793
112,129,115,108,23,30,106,92,88,126,82,25,158,211,143,479,688,429,-310,501,621,26,159,152,68,-231,-187,-212,-261,-242,-199
151,-60,0,-67,-102,-134,-42,-129,-54,-1,-80,-105,-321,-140,21,163,50,170,684,6,261,-144,150,-181,-65,-149,-31,-236,-333,-338,-197
-42,-30,36,53,39,93,-58,-91,-24,-21,1,-118,-433,-548,-612,-616,-716,-944,-813,-340,-337,-90,248,577,544,501,378,311,411,442,261
913,916,912,918,920,911,911,912,919,914,917,917,859,831,817,809,794,789,786,788,794,845,900,910,915,918,912,926,923,915,913
901,898,899,897,897,897,902,899,905,899,901,903,912,916,916,908,895,901,902,903,901,902,911,901,902,905,897,901,899,898,896
