110.7596894,110.7739333,110.8879606,110.8884633,110.9188975,111.02956569999999,111.04265389999999,111.0788362,111.1892003,111.1897924,111.2288891,111.33969739999999,111.34026639999999,111.4039568,111.5151656,111.515727,111.55135,111.6677655,111.6683224,111.7076118,111.82044189999999,111.82095199999999,111.85264389999999,111.963991,111.96450999999999,111.9939576,112.107621,112.1151407,112.14021249999999,112.24969,112.25016099999999,112.2863814
98,96,-62,136,170,428,1577,4497,6944,7765,6741,-634,-2406,-4286,-3835,-3550,-2021,-496,318,301,243,40,-325,-432,-651,-324,-65,-66,32,-153,1,21
-166,-15,-158,111,13,137,1203,4864,7762,6851,8351,37,-5225,-9144,-8327,-4413,-1182,-1264,-392,-156,18,-407,-524,-339,-537,-251,-238,-297,-50,-11,9,-120
223,0,83,121,-43,-219,-3977,-14321,-25949,-32508,-31341,-13180,6717,24268,25875,21021,14590,9254,6468,4264,2832,2058,1306,568,507,351,425,722,253,419,215,489
855,853,853,853,856,847,846,842,834,840,850,845,766,751,729,745,757,795,821,832,839,842,843,844,841,845,851,849,850,844,840,845
871,864,870,872,872,868,868,874,888,889,894,876,855,855,817,792,802,804,814,837,843,843,846,850,849,845,853,853,856,853,856,861
