233.7670564,233.81140580000002,233.8576745,233.9114179,234.00265850000002,234.01143710000002,234.0651625,234.11516790000002,234.18037610000002,234.2077663,234.2640682,234.3302798,234.3967107,234.4215766,234.4702794,234.5326584,234.61392750000002,234.62778920000002,234.6739798,234.7302371,234.79705940000002,234.8240289,234.87272420000002,234.9252266,234.9895921,235.0202132,235.0927076,235.1140067,235.1737852,235.2015126,235.2589313,235.3039507
1422,1852,1866,1657,1509,1247,1163,1027,625,23,-1021,-1720,-2112,-2106,-1881,-1608,-1441,-1201,-1020,-1010,-977,-871,-416,-48,230,261,193,211,-14,172,166,94
186,678,285,80,-141,-562,-719,-665,-607,-374,-533,-552,-843,-644,-724,-580,-661,-403,-352,-168,90,-121,-94,-255,-169,-166,-256,260,24,208,40,-4
-7556,-9008,-10244,-10262,-9748,-8275,-6477,-3866,-1077,1596,4295,6559,8259,9142,9165,8797,8194,7421,6381,5229,4265,3329,2151,1556,948,268,-191,-216,-41,13,-78,-38
915,909,905,896,879,879,872,875,873,873,874,876,879,875,887,896,899,911,905,916,928,917,918,924,922,926,920,903,908,917,927,917
901,901,899,901,897,903,904,900,906,906,905,900,905,901,903,902,889,898,890,892,893,894,891,891,891,896,899,911,898,894,898,896
