27.7334135,27.751001399999996,27.798491199999997,27.8521854,27.918905300000002,27.957154499999998,28.0135441,28.052214199999998,28.1272015,28.163491599999997,28.218465,28.267261899999998,28.334106199999997,28.372212,28.4122149,28.463550100000003,28.529298899999997,28.5685166,28.620969300000002,28.669728099999997,28.736451900000002,28.8059283,28.8110247,28.8784465,28.9473198,28.9821942,29.024710799999998,29.075959700000002,29.1435087,29.178534799999998,29.2321809
-9687,-12336,-10500,-7729,-5131,-3838,-3289,-3514,-3644,-3335,-4448,-3805,-1373,-984,-1163,-1743,-1270,-843,-545,-509,-315,513,8709,21554,31164,30318,21119,10666,4220,372,-1349
5789,7343,6283,5236,4751,6049,6794,7831,8049,8424,7109,2105,1660,-177,423,-700,-1560,-2556,-2281,-1702,-967,-329,-1000,-7955,-7589,-6723,-3976,-1501,447,1185,1891
-2471,-5095,-4318,-4802,-6237,-9089,-11048,-14068,-16529,-18549,-11229,-1717,1088,2627,2738,3833,4243,4653,4597,4011,3248,2206,1119,2772,3178,2844,1496,1351,-255,-734,82
798,805,808,804,806,811,809,809,805,801,804,808,805,809,804,816,805,801,804,800,809,806,788,802,798,806,813,809,819,814,809
826,820,825,825,820,826,827,825,823,821,825,825,822,828,826,826,826,823,824,823,823,829,821,834,823,819,822,826,824,821,823
