293.5332285,293.5606975,293.6093554,293.6532377,293.7203859,293.7593519,293.8006946,293.8493724,293.9152978,293.9543863,293.9931413,294.0518508,294.1330763,294.1543641,294.2018624,294.2518412,294.3114983,294.3555956,294.3981372,294.439479,294.5045413,294.5393913,294.5955978,294.6394352,294.703402,294.7431139,294.7819886,294.8619253,294.9297198,294.9357107,294.9931453
342,216,308,116,323,558,595,624,1432,3868,9715,16308,23631,25505,25128,23147,16120,7842,2829,321,-709,-321,-343,-282,-178,-141,-368,-471,-427,-368,-120
-250,-149,-132,-148,-129,-163,-106,-104,141,305,254,-1282,242,-715,-1312,-231,-1031,-38,1208,960,892,1035,240,207,-34,263,162,317,448,464,106
-230,-31,147,181,222,138,233,159,140,452,756,1146,2392,3841,4370,3218,2927,2036,1207,72,-730,-929,-877,-408,-526,-994,-1352,-1594,-1313,-945,-773
811,808,808,809,810,805,810,808,809,808,811,834,852,856,860,866,865,869,870,868,865,868,864,864,860,862,862,863,860,859,861
807,809,805,812,808,808,808,811,808,811,815,808,818,818,818,821,818,815,817,817,817,815,816,816,814,810,813,820,817,817,815
